,colsample_bytree,gamma,learning_rate,max_depth,n_estimators,reg_lambda,mean_test_score,std_test_score,mean_fit_time
242,0.5,1,0.3,24,300,10.0,1.360914164928128,0.005612387337635847,24.98583968480428
243,0.5,10,0.05,6,50,0.1,1.3900301341090546,0.002428690905804958,1.061935027440389
244,0.5,10,0.05,6,50,1.0,1.391955616849728,0.0022399186373203432,1.057172695795695
245,0.5,10,0.05,6,50,10.0,1.4027326595411171,0.0024475820560894337,0.9952473640441895
246,0.5,10,0.05,6,100,0.1,1.2306597440129847,0.002428956039101513,2.021894931793213
247,0.5,10,0.05,6,100,1.0,1.230308227378513,0.0019114624380052534,2.0845489501953125
248,0.5,10,0.05,6,100,10.0,1.232993532221433,0.002650224209789048,1.9773067633310955
249,0.5,10,0.05,6,300,0.1,1.2112274153746732,0.003056328227747866,5.540827512741089
250,0.5,10,0.05,6,300,1.0,1.2109311916521706,0.002309286479474633,5.569058815638225
251,0.5,10,0.05,6,300,10.0,1.2096603452965684,0.0026092363504201348,5.5107185045878095
252,0.5,10,0.05,12,50,0.1,1.3945148124298479,0.0031439515987091676,2.5940678119659424
253,0.5,10,0.05,12,50,1.0,1.391378713769224,0.0041691758084712125,2.407177527745565
254,0.5,10,0.05,12,50,10.0,1.3985315001686631,0.0032600728907536494,1.9775648911794026
255,0.5,10,0.05,12,100,0.1,1.2428407380781554,0.0029013897856612555,4.800802071889241
256,0.5,10,0.05,12,100,1.0,1.2370245283534707,0.0034384099061596347,4.713114579518636
257,0.5,10,0.05,12,100,10.0,1.2274494370609015,0.003367003442775999,4.34828503926595
258,0.5,10,0.05,12,300,0.1,1.2307323136501045,0.0036450028298930987,12.65997083981832
259,0.5,10,0.05,12,300,1.0,1.2247411326208855,0.0045359878606692555,12.459382057189941
260,0.5,10,0.05,12,300,10.0,1.2121102419005068,0.005245482389476818,13.794806003570557
261,0.5,10,0.05,24,50,0.1,1.4178245331371022,0.0028924523037752352,7.446896155675252
262,0.5,10,0.05,24,50,1.0,1.4069898508477152,0.005940472956736795,5.316525459289551
263,0.5,10,0.05,24,50,10.0,1.4015452435767912,0.003029577122883255,3.1438231468200684
264,0.5,10,0.05,24,100,0.1,1.2649617776858069,0.002850364400087993,14.029195308685303
265,0.5,10,0.05,24,100,1.0,1.2515301788414332,0.004674213509475548,11.716710329055786
266,0.5,10,0.05,24,100,10.0,1.2320779849891377,0.004468873965509712,9.330073436101278
267,0.5,10,0.05,24,300,0.1,1.2499831716764946,0.002925409426012476,36.26128816604614
268,0.5,10,0.05,24,300,1.0,1.2395222424753638,0.00617199429544569,32.68428826332092
269,0.5,10,0.05,24,300,10.0,1.2203263815720478,0.004532806432021749,28.969035625457764
270,0.5,10,0.1,6,50,0.1,1.235225566828313,0.0030626593607665296,1.0804862181345622
271,0.5,10,0.1,6,50,1.0,1.2359754617743552,0.001991942679659484,1.1295235951741536
272,0.5,10,0.1,6,50,10.0,1.238653762411043,0.002028523754439998,1.075315793355306
273,0.5,10,0.1,6,100,0.1,1.218354269087369,0.004162181168943111,1.9493823051452637
274,0.5,10,0.1,6,100,1.0,1.2172469425682724,0.0013557389309502396,1.961124340693156
275,0.5,10,0.1,6,100,10.0,1.216562111889569,0.002151251233877019,2.019413391749064
276,0.5,10,0.1,6,300,0.1,1.217285668285558,0.004870035387034046,5.419502258300781
277,0.5,10,0.1,6,300,1.0,1.2156867326296021,0.0005292679896547076,5.425119082132976
278,0.5,10,0.1,6,300,10.0,1.2128516891589722,0.0018842834546481055,5.421215693155925
279,0.5,10,0.1,12,50,0.1,1.257243402470243,0.004712120662531892,2.518057902654012
280,0.5,10,0.1,12,50,1.0,1.2473959750706192,0.0036429371507123525,2.4262496630350747
281,0.5,10,0.1,12,50,10.0,1.2357989675502978,0.003218905449184807,2.2891647020975747
282,0.5,10,0.1,12,100,0.1,1.2474480335898106,0.006212639431248678,4.6904834906260175
283,0.5,10,0.1,12,100,1.0,1.2359544945281893,0.006034851037453181,4.584100008010864
284,0.5,10,0.1,12,100,10.0,1.2211536720265963,0.004946769854509834,4.40731954574585
285,0.5,10,0.1,12,300,0.1,1.246844931888828,0.007071354563229256,11.601077715555826
286,0.5,10,0.1,12,300,1.0,1.2363307882650063,0.005806961679146612,11.665300687154135
287,0.5,10,0.1,12,300,10.0,1.2209851283163562,0.005432509011775251,13.43228030204773
288,0.5,10,0.1,24,50,0.1,1.285526375447726,0.0018971098194437456,8.118910312652588
289,0.5,10,0.1,24,50,1.0,1.2714374057131674,0.004008781275662246,6.038785537083943
290,0.5,10,0.1,24,50,10.0,1.2427125027586223,0.0037881848281324953,4.73541792233785
291,0.5,10,0.1,24,100,0.1,1.2734338560673464,0.0017103562067435785,13.246729373931885
292,0.5,10,0.1,24,100,1.0,1.2597314539487714,0.0037306568002593555,11.87169893582662
293,0.5,10,0.1,24,100,10.0,1.2293813683171444,0.004448232452951825,10.696789026260376
294,0.5,10,0.1,24,300,0.1,1.2715568609317907,0.0016008812121350137,32.87436636288961
295,0.5,10,0.1,24,300,1.0,1.2596337667852875,0.004016382191725777,29.50099317232768
296,0.5,10,0.1,24,300,10.0,1.2321121754013051,0.004704394273353381,26.86303226153056
297,0.5,10,0.3,6,50,0.1,1.2449581062774764,0.0069992126846902475,1.0395768483479817
298,0.5,10,0.3,6,50,1.0,1.238852453871911,0.00036945137749602394,1.049057165781657
299,0.5,10,0.3,6,50,10.0,1.2335064454224982,0.005190821835594161,1.0811862150828044
300,0.5,10,0.3,6,100,0.1,1.2510974120148128,0.004857422237209267,1.9582281907399495
301,0.5,10,0.3,6,100,1.0,1.2417306582398686,0.003145461398732947,1.913488467534383
302,0.5,10,0.3,6,100,10.0,1.2376574003831369,0.004472579863447687,2.0189732710520425
303,0.5,10,0.3,6,300,0.1,1.259343018807994,0.0038588405693838076,5.389269510904948
304,0.5,10,0.3,6,300,1.0,1.2479973359677552,0.002584492658904102,5.316643794377645
305,0.5,10,0.3,6,300,10.0,1.24117183629579,0.004445281138998506,5.568568388621013
306,0.5,10,0.3,12,50,0.1,1.30809952362988,0.005044544135336775,2.36062224706014
307,0.5,10,0.3,12,50,1.0,1.3004329998282997,0.0023776639405911093,2.3197237650553384
308,0.5,10,0.3,12,50,10.0,1.259745870770326,0.005657140937098004,2.4086317221323648
309,0.5,10,0.3,12,100,0.1,1.308893652964367,0.00435229755905475,4.185869296391805
310,0.5,10,0.3,12,100,1.0,1.3018744533230313,0.0034326642866367254,4.243356307347615
311,0.5,10,0.3,12,100,10.0,1.2620317250305557,0.006395270545625239,4.213659842809041
312,0.5,10,0.3,12,300,0.1,1.3107681316688886,0.004541575146132346,11.100677172342936
313,0.5,10,0.3,12,300,1.0,1.3034750548987606,0.004171674880789225,11.344447215398153
314,0.5,10,0.3,12,300,10.0,1.2652678667529678,0.004607847834009769,11.156019846598307
315,0.5,10,0.3,24,50,0.1,1.3389820840805768,0.005080367580192717,6.699840386708577
316,0.5,10,0.3,24,50,1.0,1.331665953222553,0.002084130345731861,6.137983878453572
317,0.5,10,0.3,24,50,10.0,1.2767987552998992,0.011057946480481874,5.558416684468587
318,0.5,10,0.3,24,100,0.1,1.3384346810794583,0.005151037317948549,12.194048802057901
319,0.5,10,0.3,24,100,1.0,1.3322236668493161,0.0013331664628353221,12.026336749394735
320,0.5,10,0.3,24,100,10.0,1.2789878696697858,0.0113084432994624,10.2958611647288
321,0.5,10,0.3,24,300,0.1,1.3400395718324225,0.0043468329751649,29.258279244105022
322,0.5,10,0.3,24,300,1.0,1.3356313549915877,0.0007625667990010782,28.05539600054423
323,0.5,10,0.3,24,300,10.0,1.2841022184042208,0.011451671770448818,27.068766196568806
324,1.0,1,0.05,6,50,0.1,1.356419627619972,0.00423994887670255,1.6438526312510173
325,1.0,1,0.05,6,50,1.0,1.3573404115886014,0.003973475936433306,1.5880344708760579
326,1.0,1,0.05,6,50,10.0,1.3661722003650674,0.00367638016754167,1.580062468846639
327,1.0,1,0.05,6,100,0.1,1.221776855287034,0.0020352666442256186,3.347581466039022
328,1.0,1,0.05,6,100,1.0,1.2217891022375102,0.001990858554259438,3.124485969543457
329,1.0,1,0.05,6,100,10.0,1.2205527919288943,0.003136151287624889,3.117489735285441
330,1.0,1,0.05,6,300,0.1,1.2147419184572323,0.0024062697179294762,8.827186743418375
331,1.0,1,0.05,6,300,1.0,1.2126819777359756,0.002478514434820134,8.81304677327474
332,1.0,1,0.05,6,300,10.0,1.2095114481314406,0.003470799745727466,8.798319657643637
333,1.0,1,0.05,12,50,0.1,1.3681768895911937,0.0023803114195346865,4.108955303827922
334,1.0,1,0.05,12,50,1.0,1.3667853724551933,0.0034588034411293786,3.987741311391195
335,1.0,1,0.05,12,50,10.0,1.3610436996928854,0.003986474273094521,3.3785222371419272
336,1.0,1,0.05,12,100,0.1,1.2527310807000591,0.00046701488278902555,7.758466641108195
337,1.0,1,0.05,12,100,1.0,1.2376291609465755,0.0031484675705116924,7.542589108149211
338,1.0,1,0.05,12,100,10.0,1.2172328042135483,0.003603922901173829,6.924457470575969
339,1.0,1,0.05,12,300,0.1,1.262864605607698,0.0016530975690421095,19.847337404886883
340,1.0,1,0.05,12,300,1.0,1.2502817035936262,0.003493227402628668,20.092578172683716
341,1.0,1,0.05,12,300,10.0,1.2303428410681703,0.0033768589452525433,19.929330825805664
342,1.0,1,0.05,24,50,0.1,1.4361385926401304,0.007624918950376201,10.356026331583658
343,1.0,1,0.05,24,50,1.0,1.4184341402274692,0.006432757682889065,8.470655918121338
344,1.0,1,0.05,24,50,10.0,1.3770040924050306,0.006442706779947114,5.981376727422078
345,1.0,1,0.05,24,100,0.1,1.323947241793408,0.0057411331386910585,20.56057572364807
346,1.0,1,0.05,24,100,1.0,1.2838171595105763,0.006509106501934746,18.961032787958782
347,1.0,1,0.05,24,100,10.0,1.241238430153234,0.005223525506159137,15.27162496248881
348,1.0,1,0.05,24,300,0.1,1.3201030091388912,0.005797087157527819,46.03599246342977
349,1.0,1,0.05,24,300,1.0,1.279714906812272,0.006936058409874699,40.68240706125895
350,1.0,1,0.05,24,300,10.0,1.2494075534937872,0.005999862477985603,42.352142572402954
351,1.0,1,0.1,6,50,0.1,1.221255306687663,0.0028174172133666694,1.572628418604533
352,1.0,1,0.1,6,50,1.0,1.2207039586498023,0.002658924897081009,1.6963796615600586
353,1.0,1,0.1,6,50,10.0,1.2202977492309708,0.0023380806595432306,1.5918498039245605
354,1.0,1,0.1,6,100,0.1,1.2148048217251273,0.001995334502522954,3.061422824859619
355,1.0,1,0.1,6,100,1.0,1.2123318934729503,0.0023881653412711162,3.0306803385416665
356,1.0,1,0.1,6,100,10.0,1.2090475630375301,0.0018218795871707356,3.0837544600168862
357,1.0,1,0.1,6,300,0.1,1.228620130205626,0.005049524515941649,9.803781032562256
358,1.0,1,0.1,6,300,1.0,1.2247152988958991,0.003793132745795007,9.3612011273702
359,1.0,1,0.1,6,300,10.0,1.2161781736397008,0.003923471120625259,8.785114685694376
360,1.0,1,0.1,12,50,0.1,1.2594394115662888,0.004209779771682745,3.8913599650065103
361,1.0,1,0.1,12,50,1.0,1.2431955526418037,0.004715684991618401,3.7738308111826577
362,1.0,1,0.1,12,50,10.0,1.2173883707564184,0.0040422584468600255,3.836864471435547
363,1.0,1,0.1,12,100,0.1,1.2663734842922176,0.003870704285899393,7.101908365885417
364,1.0,1,0.1,12,100,1.0,1.2500546223588913,0.004999443552948193,6.932996193567912
365,1.0,1,0.1,12,100,10.0,1.2218388309971264,0.0046393748826512315,6.782701412836711
366,1.0,1,0.1,12,300,0.1,1.2767135790810504,0.005432163871933424,18.135194063186646
367,1.0,1,0.1,12,300,1.0,1.2652020082971858,0.003933335598309706,18.714316765467327
368,1.0,1,0.1,12,300,10.0,1.2515815481575856,0.005026798526861439,19.161463578542072
369,1.0,1,0.1,24,50,0.1,1.3274668036761759,0.005521409728194917,10.36529835065206
370,1.0,1,0.1,24,50,1.0,1.2935044034055143,0.007797461870643846,9.327370564142862
371,1.0,1,0.1,24,50,10.0,1.249231318333119,0.005408516850945377,7.876542488733928
372,1.0,1,0.1,24,100,0.1,1.3246104897402005,0.005408649089203343,17.177743037541706
373,1.0,1,0.1,24,100,1.0,1.2902545087284472,0.008255198676895762,15.542196989059448
374,1.0,1,0.1,24,100,10.0,1.256789492230925,0.004602127237554642,15.74622376759847
375,1.0,1,0.1,24,300,0.1,1.3245973575900203,0.005408245424733926,40.89658776919047
376,1.0,1,0.1,24,300,1.0,1.2902695039805792,0.008274052239144783,36.51954332987467
377,1.0,1,0.1,24,300,10.0,1.2596289213796519,0.005666799852249365,37.8381093343099
378,1.0,1,0.3,6,50,0.1,1.2318873524542484,0.00753705980239671,1.5492881933848064
379,1.0,1,0.3,6,50,1.0,1.2293057690089961,0.0048570654423551185,1.5712596575419109
380,1.0,1,0.3,6,50,10.0,1.2241435482573315,0.0033407723077464625,1.6130818525950115
381,1.0,1,0.3,6,100,0.1,1.2515394073855497,0.005212795132314441,3.0153913497924805
382,1.0,1,0.3,6,100,1.0,1.2459863489115313,0.003853865951660327,3.1084254582722983
383,1.0,1,0.3,6,100,10.0,1.2382328590177565,0.002068647671913904,3.078739563624064
384,1.0,1,0.3,6,300,0.1,1.3068564603155732,0.008932207525865331,10.809422334035238
385,1.0,1,0.3,6,300,1.0,1.2956723181331231,0.007226710787623586,9.937735478083292
386,1.0,1,0.3,6,300,10.0,1.2817978082243646,0.0011322995235742402,8.950669129689535
387,1.0,1,0.3,12,50,0.1,1.3247079224706644,0.004664441333945397,3.5286618868509927
388,1.0,1,0.3,12,50,1.0,1.3136474031663894,0.004642651403057084,3.5488290786743164
389,1.0,1,0.3,12,50,10.0,1.2708535158340148,0.002901005293444664,3.55535093943278
390,1.0,1,0.3,12,100,0.1,1.335287193961407,0.004149303537882122,6.5921400388081866
391,1.0,1,0.3,12,100,1.0,1.3274182873385907,0.002528608324094517,6.4143320719401045
392,1.0,1,0.3,12,100,10.0,1.2926281668558188,0.0005719181927569889,6.757742007573445
393,1.0,1,0.3,12,300,0.1,1.335916974080968,0.004918045971987592,17.361533562342327
394,1.0,1,0.3,12,300,1.0,1.3274184511148228,0.002528670601758038,17.08193325996399
395,1.0,1,0.3,12,300,10.0,1.29525710411698,0.0008417010024429119,17.278370062510174
396,1.0,1,0.3,24,50,0.1,1.362101117980715,0.0018123502937097248,10.373050292332968
397,1.0,1,0.3,24,50,1.0,1.3542691662599993,0.006947053845615716,10.716690142949423
398,1.0,1,0.3,24,50,10.0,1.3062194467644888,0.005301556717852099,8.864959239959717
399,1.0,1,0.3,24,100,0.1,1.3621010556168842,0.001812336482343692,15.304413318634033
400,1.0,1,0.3,24,100,1.0,1.3542690831302522,0.006947062556487464,14.755252997080484
401,1.0,1,0.3,24,100,10.0,1.3078140040336326,0.006287322149578857,15.36934002240499
402,1.0,1,0.3,24,300,0.1,1.362101037438508,0.001812338405912695,42.48580861091614
403,1.0,1,0.3,24,300,1.0,1.3542690710823326,0.006947063364896923,36.35467139879862
404,1.0,1,0.3,24,300,10.0,1.3078140159848175,0.0062873233005581244,33.90795358022054
405,1.0,10,0.05,6,50,0.1,1.355599339659707,0.004243575253007875,1.6448380947113037
406,1.0,10,0.05,6,50,1.0,1.3575232879527699,0.003906479263579041,1.6559110482533772
407,1.0,10,0.05,6,50,10.0,1.3655914030802958,0.004176897405578363,1.6550244490305583
408,1.0,10,0.05,6,100,0.1,1.2202912630346345,0.0026014378627518026,3.08302640914917
409,1.0,10,0.05,6,100,1.0,1.2210125475369504,0.003425800504629521,3.219536383946737
410,1.0,10,0.05,6,100,10.0,1.2205366712081471,0.0031781310628508836,3.1698500315348306
411,1.0,10,0.05,6,300,0.1,1.2120936471910113,0.001568655281506531,8.747531096140543
412,1.0,10,0.05,6,300,1.0,1.211805384643528,0.00234401123009251,8.721331437428793
413,1.0,10,0.05,6,300,10.0,1.2096170508285342,0.002238398216857888,8.68662985165914
414,1.0,10,0.05,12,50,0.1,1.3553153295517275,0.005343199179376847,4.14163335164388
415,1.0,10,0.05,12,50,1.0,1.3497258440591686,0.002671316537136713,3.957719008127848
416,1.0,10,0.05,12,50,10.0,1.3537172959769899,0.0040192795357077305,3.3612268765767417
417,1.0,10,0.05,12,100,0.1,1.2306587550939014,0.002572994640751849,7.80533234278361
418,1.0,10,0.05,12,100,1.0,1.2191629982065448,0.0006540218429977832,7.4943281809488935
419,1.0,10,0.05,12,100,10.0,1.2072363123456258,0.0035827388137020418,6.989472548166911
420,1.0,10,0.05,12,300,0.1,1.226063282574045,0.002230597530291283,18.123128016789753
421,1.0,10,0.05,12,300,1.0,1.2148853457867548,0.0007178572792336191,18.826783021291096
422,1.0,10,0.05,12,300,10.0,1.2019403419042405,0.003833934410577942,19.028844833374023
423,1.0,10,0.05,24,50,0.1,1.3695775031275381,0.00541296448336719,10.88916246096293
424,1.0,10,0.05,24,50,1.0,1.3648941299368647,0.0038216255779492422,8.899722417195639
425,1.0,10,0.05,24,50,10.0,1.3587338424808095,0.004416243567423879,7.083022991816203
426,1.0,10,0.05,24,100,0.1,1.2474321351889959,0.0031207537739402985,24.49937653541565
427,1.0,10,0.05,24,100,1.0,1.2337578990980889,0.00332905636587008,21.437102158864338
428,1.0,10,0.05,24,100,10.0,1.2126325097022157,0.004655764984815706,17.989529212315876
429,1.0,10,0.05,24,300,0.1,1.2430606195796274,0.0030156940074373135,91.93966261545818
430,1.0,10,0.05,24,300,1.0,1.2294336190640491,0.0036299757646936076,58.20025293032328
431,1.0,10,0.05,24,300,10.0,1.2084544528964332,0.004919871042346604,46.56553451220194
432,1.0,10,0.1,6,50,0.1,1.222872008515641,0.0034429457964032712,2.417182286580404
433,1.0,10,0.1,6,50,1.0,1.220609508280912,0.0035818270813785472,1.9076804320017497
434,1.0,10,0.1,6,50,10.0,1.220133413545116,0.003155821786230566,2.0399674574534097
435,1.0,10,0.1,6,100,0.1,1.215116589805404,0.0028243522062100083,3.870933691660563
436,1.0,10,0.1,6,100,1.0,1.212094771643618,0.0028117516245092767,3.7387263774871826
437,1.0,10,0.1,6,100,10.0,1.211135714704108,0.005286046315094095,3.448918660481771
438,1.0,10,0.1,6,300,0.1,1.2155013346020918,0.0030049930839895047,12.11715547243754
439,1.0,10,0.1,6,300,1.0,1.2124051845655905,0.002758289978681627,10.770706017812094
440,1.0,10,0.1,6,300,10.0,1.2111290579496223,0.005278460329121388,10.921645959218344
441,1.0,10,0.1,12,50,0.1,1.2362906941652276,0.0032675666812122754,4.9403707186381025
442,1.0,10,0.1,12,50,1.0,1.224668380493099,0.004908574577752887,3.8887139161427817
443,1.0,10,0.1,12,50,10.0,1.2086627947697677,0.003262599247679868,4.370562394460042
444,1.0,10,0.1,12,100,0.1,1.232525100670187,0.002262417765713109,8.289039850234985
445,1.0,10,0.1,12,100,1.0,1.2210622147289232,0.0054599589911524206,6.908974885940552
446,1.0,10,0.1,12,100,10.0,1.2051424541651092,0.0039749458981234945,6.717813650767009
447,1.0,10,0.1,12,300,0.1,1.2325098364798732,0.0022617354102339483,23.790366252263386
448,1.0,10,0.1,12,300,1.0,1.2210476275151692,0.005460376067627845,21.936771154403687
449,1.0,10,0.1,12,300,10.0,1.2051279881490642,0.003974843442840874,20.395840883255005
450,1.0,10,0.1,24,50,0.1,1.253511815772758,0.004504591528949558,11.103860060373941
451,1.0,10,0.1,24,50,1.0,1.2380188736941016,0.0027701398677199935,9.830666859944662
452,1.0,10,0.1,24,50,10.0,1.2146400552330743,0.003816048124649544,8.54394499460856
453,1.0,10,0.1,24,100,0.1,1.2499849790881985,0.004496717552010174,24.02730854352315
454,1.0,10,0.1,24,100,1.0,1.2348623317545446,0.0026842087435351796,20.10530463854472
455,1.0,10,0.1,24,100,10.0,1.2129125823640663,0.004188459829633758,17.57125496864319
456,1.0,10,0.1,24,300,0.1,1.2499702380255489,0.004496373456735575,51.93744516372681
457,1.0,10,0.1,24,300,1.0,1.2348465348241031,0.002683754698583997,49.395670890808105
458,1.0,10,0.1,24,300,10.0,1.212899590758765,0.004185714333626762,45.3772079149882
459,1.0,10,0.3,6,50,0.1,1.227224198851191,0.0038486036728245234,1.5416686534881592
460,1.0,10,0.3,6,50,1.0,1.2275214381861825,0.00603028885870211,1.65520445505778
461,1.0,10,0.3,6,50,10.0,1.217654863059608,0.004084249289125517,2.3543074131011963
462,1.0,10,0.3,6,100,0.1,1.2319207754864683,0.004037638821133473,4.206953684488933
463,1.0,10,0.3,6,100,1.0,1.2319117769478976,0.0036357731592842157,3.760824203491211
464,1.0,10,0.3,6,100,10.0,1.2187103735728313,0.006031662512980533,3.7575122515360513
465,1.0,10,0.3,6,300,0.1,1.2319208021963017,0.004037655410711438,10.24582544962565
466,1.0,10,0.3,6,300,1.0,1.2319118016513715,0.0036357846962328847,9.800917863845825
467,1.0,10,0.3,6,300,10.0,1.2187103822852878,0.006031665625839136,9.73458711306254
468,1.0,10,0.3,12,50,0.1,1.26309666036581,0.00612613370714414,3.6019654273986816
469,1.0,10,0.3,12,50,1.0,1.2521310373093517,0.005252609860955143,4.091291507085164
470,1.0,10,0.3,12,50,10.0,1.2312780780117165,0.0033479029482968753,3.4373579025268555
471,1.0,10,0.3,12,100,0.1,1.263096674540936,0.006126168006726325,5.962199052174886
472,1.0,10,0.3,12,100,1.0,1.2521310701420398,0.005252656416511446,7.029649575551351
473,1.0,10,0.3,12,100,10.0,1.2312794078427025,0.0033487017860238132,6.213436206181844
474,1.0,10,0.3,12,300,0.1,1.2630966753292008,0.0061261724500320785,18.012017250061035
475,1.0,10,0.3,12,300,1.0,1.2521310780266433,0.005252658235695509,20.58646512031555
476,1.0,10,0.3,12,300,10.0,1.2312794140874617,0.0033487059098345788,19.122703154881794
477,1.0,10,0.3,24,50,0.1,1.2910456515965392,0.008961730114501526,8.95244288444519
478,1.0,10,0.3,24,50,1.0,1.2717222559817147,0.005711459311860009,9.28071387608846
479,1.0,10,0.3,24,50,10.0,1.241614282095165,0.00541484972713445,7.790389219919841
480,1.0,10,0.3,24,100,0.1,1.2910455959542613,0.008961726103423544,17.484484672546387
481,1.0,10,0.3,24,100,1.0,1.2717222300724986,0.005711464096697489,16.20710841814677
482,1.0,10,0.3,24,100,10.0,1.241614483602759,0.0054149175596056335,13.58509866396586
483,1.0,10,0.3,24,300,0.1,1.2910455928007327,0.008961724777691223,44.842554012934364
484,1.0,10,0.3,24,300,1.0,1.2717222221877391,0.005711460024286758,41.27819585800171
485,1.0,10,0.3,24,300,10.0,1.241614476808749,0.005414915111855575,42.958038965861
